smiles,T,P,Solubility
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.15,10.0,0.273
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.15,11.0,0.296
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.15,12.0,0.324
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.15,13.0,0.337
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.15,13.0,0.337
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.15,11.0,0.307
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.15,6.0,0.198
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.15,2.0,0.0874
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.15,0.2,0.0264
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.15,0.07,0.0128
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.15,0.02,0.0071
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,0.0,0.0
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,0.01,-0.0002
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,0.05,0.0007
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,0.1,0.002
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,0.5,0.0108
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,1.0,0.0233
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,2.5,0.0576
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,4.0,0.0935
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,5.5,0.128
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,7.0,0.159
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,8.5,0.189
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,10.0,0.217
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,11.0,0.235
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,12.0,0.252
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,13.0,0.267
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,13.0,0.267
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,11.0,0.239
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,6.0,0.148
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,2.0,0.0585
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,0.2,0.0101
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,0.07,0.0027
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,0.02,-0.0
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,0.02,0.0001
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,0.05,-0.0001
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,0.1,0.0008
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,0.5,0.0078
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,1.0,0.0168
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,2.5,0.041
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,4.0,0.0673
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,5.5,0.0908
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,7.0,0.113
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,8.5,0.134
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,10.0,0.155
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,11.0,0.167
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,12.0,0.179
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,13.0,0.193
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,13.0,0.193
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,11.0,0.168
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,6.0,0.1
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,2.0,0.0362
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,0.2,0.0034
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,0.07,0.0001
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,0.02,-0.0009
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.78,0.49,0.0272
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.85,0.51,0.0232
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.8,0.51,0.0228
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.96,0.53,0.0197
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.94,0.53,0.0195
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",334.04,0.55,0.017
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",334.1,0.55,0.017
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",334.04,0.55,0.0169
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",344.05,0.57,0.0148
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",344.04,0.57,0.0148
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",344.15,0.57,0.0147
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",293.1,2.8,0.0875
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",293.1,11.42,0.2982
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",293.1,14.29,0.3515
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",293.1,17.41,0.4047
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",293.1,20.81,0.4536
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",293.1,28.07,0.5484
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",293.1,38.99,0.6595
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.1,11.63,0.1708
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.1,17.58,0.2402
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.1,27.88,0.3406
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.1,40.1,0.4352
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.1,53.98,0.5194
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.1,72.58,0.6078
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.1,108.13,0.7031
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",373.2,15.94,0.1463
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",373.2,23.59,0.2015
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",373.2,39.24,0.3006
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",373.2,55.05,0.38
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",373.2,73.22,0.454
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",373.2,97.18,0.5319
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",413.2,19.34,0.1249
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",413.2,36.65,0.2147
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",413.2,50.47,0.2749
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",413.2,65.53,0.3318
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",413.2,81.6,0.3841
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",413.2,99.16,0.4328
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,6.8,0.2276
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,9.9,0.2276
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,12.3,0.2276
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,14.0,0.2276
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,15.6,0.2276
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,18.2,0.2276
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,20.4,0.2276
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",373.15,22.6,0.2276
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,15.7,0.35
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,19.3,0.35
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,23.8,0.35
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,27.8,0.35
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,32.2,0.35
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,36.4,0.35
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,40.8,0.35
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",373.15,45.5,0.35
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,26.5,0.4776
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,33.2,0.4776
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,40.1,0.4776
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,46.9,0.4776
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,54.4,0.4776
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,63.3,0.4776
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,72.5,0.4776
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",373.15,80.9,0.4776
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,33.6,0.5431
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,42.5,0.5431
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,51.6,0.5431
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,61.0,0.5431
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,71.6,0.5431
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,83.0,0.5431
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,94.5,0.5431
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",373.15,106.8,0.5431
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,42.7,0.6176
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,54.0,0.6176
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,68.0,0.6176
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,83.0,0.6176
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,97.9,0.6176
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,115.0,0.6176
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,133.0,0.6176
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",373.15,148.5,0.6176
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,58.5,0.6745
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,74.8,0.6745
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,97.4,0.6745
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,120.6,0.6745
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,147.5,0.6745
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,171.3,0.6745
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,198.2,0.6745
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",373.15,227.2,0.6745
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,68.0,0.7249
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,108.3,0.7249
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,147.0,0.7249
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,180.0,0.7249
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,218.3,0.7249
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,246.1,0.7249
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,277.9,0.7249
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",373.15,307.1,0.7249
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,148.6,0.7661
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,197.8,0.7661
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,246.7,0.7661
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,285.2,0.7661
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,328.0,0.7661
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,357.6,0.7661
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,385.9,0.7661
"[""C(CCC)[N+]1(CCCC1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",373.15,408.0,0.7661
